0:0:2,0,1.15,-0.11,-0.02,-573,2002,98,517
0:0:2,1,1.33,-0.21,-0.09,-493,987,52,514
0:0:2,2,1.12,-0.15,0.10,-49,137,228,517
0:0:2,3,1.12,-0.11,0.15,217,-245,172,512
0:0:2,4,1.26,-0.15,0.17,264,-575,63,511
0:0:2,5,0.98,-0.25,-0.07,170,-362,110,508
0:0:2,6,0.99,-0.17,0.04,299,-88,15,511
0:0:2,7,1.08,-0.17,0.14,540,-316,-55,513
0:0:2,8,1.08,-0.28,-0.05,550,-558,-182,508
0:0:2,9,0.75,-0.24,-0.21,392,-202,-94,517
0:0:2,10,0.77,-0.26,-0.16,173,523,-115,499
0:0:2,11,1.05,-0.30,-0.10,168,359,-223,514
0:0:2,12,1.23,-0.27,-0.00,272,-197,-317,522
0:0:2,13,0.86,-0.22,-0.12,208,186,-206,512
0:0:2,14,0.74,-0.26,-0.15,101,578,-157,515
0:0:2,15,1.11,-0.20,0.12,188,23,-131,510
0:0:2,16,0.87,-0.21,0.00,91,73,-173,511
0:0:2,17,1.22,-0.15,-0.08,-69,-156,-254,492
0:0:2,18,1.48,-0.04,-0.09,119,-1443,-280,519
0:0:3,19,0.83,-0.19,-0.18,272,-1394,-120,519
0:0:3,20,0.67,-0.21,-0.08,127,-235,-225,516
0:0:3,21,0.83,-0.25,-0.07,6,-80,-12,539
0:0:3,22,0.78,-0.32,-0.08,-133,415,-325,495
0:0:3,23,1.01,-0.11,0.03,11,35,-117,514
0:0:3,24,1.17,-0.17,-0.19,34,-409,-227,509
0:0:3,25,1.08,-0.21,-0.13,108,-984,-120,506
0:0:3,26,0.95,-0.23,-0.07,238,-753,-205,516
0:0:3,27,0.97,-0.21,-0.04,325,-435,-275,507
0:0:3,28,1.23,-0.11,-0.07,496,-1165,-288,519
0:0:3,29,1.11,-0.13,-0.14,513,-1761,-262,519
0:0:3,30,0.89,-0.17,-0.28,331,-1204,-332,512
0:0:3,31,0.79,-0.17,-0.38,207,-411,-370,518
0:0:3,32,1.13,-0.16,-0.33,299,-996,-335,510
0:0:3,33,0.96,-0.15,-0.33,270,-1430,-226,520
0:0:3,34,0.67,-0.19,-0.31,193,-539,-204,528
