0:0:8,224,0.96,-0.05,-0.35,-60,221,71,516,2
0:0:8,225,0.95,-0.06,-0.35,-61,198,64,513,2
0:0:8,226,0.96,-0.05,-0.35,-68,174,63,514,2
0:0:8,227,0.96,-0.05,-0.36,-73,183,67,511,2
0:0:8,228,0.96,-0.05,-0.35,-85,197,60,515,2
0:0:8,229,0.96,-0.05,-0.34,-96,205,63,514,2
0:0:8,230,0.96,-0.05,-0.34,-99,222,66,515,2
0:0:8,231,0.96,-0.04,-0.34,-109,235,54,518,2
0:0:8,232,0.96,-0.05,-0.34,-104,187,40,513,2
0:0:8,233,0.95,-0.05,-0.35,-110,180,27,514,2
0:0:8,234,0.95,-0.04,-0.34,-116,190,19,513,2
0:0:8,235,0.95,-0.03,-0.34,-114,224,18,513,2
0:0:8,236,0.96,-0.04,-0.33,-110,205,12,516,2
0:0:8,237,0.95,-0.05,-0.33,-115,198,11,514,2
0:0:8,238,0.95,-0.04,-0.34,-118,218,5,516,2
0:0:8,239,0.95,-0.03,-0.34,-110,240,4,518,2
0:0:8,240,0.95,-0.04,-0.33,-99,239,10,512,2
0:0:8,241,0.96,-0.04,-0.33,-80,186,14,514,2
0:0:8,242,0.94,-0.04,-0.35,-89,194,3,513,2
0:0:8,243,0.94,-0.04,-0.35,-88,223,4,516,2
0:0:8,244,0.96,-0.04,-0.34,-83,209,7,517,2
0:0:8,245,0.94,-0.05,-0.35,-92,184,16,517,2
0:0:8,246,0.94,-0.03,-0.34,-102,190,12,515,2
0:0:8,247,0.94,-0.03,-0.34,-103,217,28,511,2
0:0:8,248,0.94,-0.04,-0.34,-100,236,32,514,2
0:0:8,249,0.95,-0.04,-0.33,-100,232,21,516,2
0:0:8,250,0.96,-0.03,-0.32,-82,198,27,512,2
0:0:8,251,0.96,-0.04,-0.34,-68,165,28,513,2
0:0:8,252,0.94,-0.04,-0.34,-68,183,32,515,2
0:0:8,253,0.94,-0.04,-0.34,-68,215,34,513,2
0:0:8,254,0.95,-0.04,-0.33,-72,233,38,513,2
0:0:8,255,0.96,-0.04,-0.33,-64,208,31,513,2
0:0:8,256,0.95,-0.04,-0.33,-59,173,29,514,2
0:0:8,257,0.93,-0.04,-0.34,-68,207,36,514,2
0:0:8,258,0.95,-0.04,-0.34,-67,238,48,516,2
0:0:8,259,0.96,-0.06,-0.34,-77,213,50,514,2
0:0:8,260,0.96,-0.05,-0.34,-78,174,42,516,2
0:0:8,261,0.96,-0.03,-0.32,-55,169,41,512,2
0:0:8,262,0.96,-0.03,-0.32,-25,183,60,514,2
0:0:8,263,0.95,-0.04,-0.34,-7,194,46,516,2
0:0:8,264,0.96,-0.03,-0.34,4,173,41,515,2
0:0:9,265,0.96,-0.03,-0.34,-24,174,57,503,2
0:0:9,266,0.95,-0.03,-0.34,-56,244,63,520,2
0:0:9,267,0.96,-0.03,-0.34,-88,292,39,512,2
0:0:9,268,0.98,-0.04,-0.33,-64,231,15,525,2
0:0:9,269,0.96,-0.04,-0.32,-44,182,3,506,2
0:0:9,270,0.96,-0.03,-0.32,-27,180,9,506,2
0:0:9,271,0.95,-0.04,-0.33,-33,203,6,510,2
0:0:9,272,0.95,-0.05,-0.32,-51,180,12,511,2
0:0:9,273,0.94,-0.05,-0.34,-59,148,26,523,2
0:0:9,274,0.93,-0.04,-0.33,-66,248,16,528,2
0:0:9,275,0.96,-0.02,-0.32,-49,240,38,506,2
0:0:9,276,0.96,-0.03,-0.31,-40,252,43,512,2
0:0:9,277,0.96,-0.03,-0.33,-36,287,26,510,2
0:0:9,278,0.96,-0.05,-0.33,-43,273,12,511,2
0:0:9,279,0.94,-0.05,-0.34,-70,272,3,516,2
0:0:9,280,0.96,-0.05,-0.33,-87,286,-14,512,2
0:0:9,281,0.95,-0.03,-0.32,-94,315,-12,511,2
0:0:9,282,0.94,-0.02,-0.32,-90,337,-6,514,2
0:0:9,283,0.96,-0.02,-0.32,-75,322,-12,513,2
0:0:9,284,0.96,-0.03,-0.32,-57,294,-14,513,2
0:0:9,285,0.94,-0.03,-0.31,-50,269,1,513,2
0:0:9,286,0.96,-0.03,-0.30,-42,251,4,513,2
0:0:9,287,0.95,-0.03,-0.31,-26,261,22,521,2
0:0:9,288,0.95,-0.05,-0.30,-32,261,41,511,2
0:0:9,289,0.96,-0.04,-0.31,-52,297,50,508,2
0:0:9,290,0.96,-0.02,-0.30,-74,353,45,521,2
0:0:9,291,0.97,-0.03,-0.28,-89,370,35,503,2
0:0:9,292,0.98,-0.03,-0.29,-83,322,21,506,2
0:0:9,293,0.99,-0.03,-0.28,-70,251,18,530,2
0:0:9,294,0.97,-0.04,-0.28,-66,266,15,513,2
0:0:9,295,0.97,-0.03,-0.28,-61,280,16,510,2
0:0:9,296,0.97,-0.03,-0.28,-61,261,26,514,2
0:0:9,297,0.98,-0.03,-0.27,-77,232,40,525,2
0:0:9,298,0.98,-0.04,-0.28,-87,209,52,506,2
0:0:9,299,0.99,-0.05,-0.28,-103,246,71,526,2
0:0:9,300,0.99,-0.05,-0.28,-112,279,83,521,2
0:0:9,301,1.01,-0.06,-0.28,-125,283,76,517,2
0:0:9,302,1.00,-0.07,-0.29,-137,254,70,514,2
0:0:9,303,0.99,-0.06,-0.28,-151,227,65,518,2
0:0:9,304,0.97,-0.05,-0.27,-165,231,49,516,2
0:0:9,305,0.96,-0.02,-0.26,-149,246,48,514,2
0:0:9,306,0.94,-0.03,-0.25,-133,302,42,508,2
0:0:9,307,0.96,-0.05,-0.25,-134,295,31,515,2
0:0:9,308,0.96,-0.03,-0.24,-134,283,18,513,2
0:0:10,309,0.95,-0.00,-0.24,-109,289,41,514,3
0:0:10,310,0.94,-0.01,-0.24,-88,316,75,510,3
0:0:10,311,0.96,0.00,-0.23,-56,336,93,510,3
0:0:10,312,0.96,0.00,-0.24,-34,340,114,527,3
0:0:10,313,0.97,-0.02,-0.23,-30,398,116,521,3
0:0:10,314,1.00,-0.02,-0.22,-5,439,113,524,3
0:0:10,315,1.02,-0.04,-0.22,18,390,88,528,3
0:0:10,316,1.01,-0.06,-0.23,20,263,74,524,3
0:0:10,317,0.98,-0.04,-0.24,-6,225,77,525,3
0:0:10,318,0.96,-0.03,-0.24,-34,320,95,525,3
0:0:10,319,0.95,-0.03,-0.24,-38,483,95,525,3
0:0:10,320,0.98,-0.04,-0.22,-9,527,66,518,3
0:0:10,321,1.02,-0.06,-0.21,11,465,68,506,3
0:0:10,322,1.03,-0.07,-0.22,0,320,60,515,3
0:0:10,323,1.01,-0.08,-0.22,-52,293,50,517,3
0:0:10,324,0.99,-0.07,-0.22,-96,361,28,514,3
0:0:10,325,1.00,-0.07,-0.22,-131,411,14,513,3
0:0:10,326,1.00,-0.06,-0.22,-133,457,2,513,3
0:0:10,327,0.98,-0.02,-0.19,-130,536,-4,515,3
0:0:10,328,1.00,-0.01,-0.18,-115,590,-7,512,3
0:0:10,329,1.00,-0.03,-0.17,-116,680,-4,511,3
0:0:10,330,1.05,-0.02,-0.15,-151,617,-1,513,3
0:0:10,331,1.02,-0.01,-0.14,-145,587,18,518,3
0:0:10,332,1.02,-0.04,-0.14,-169,586,7,507,3
0:0:10,333,1.03,-0.06,-0.15,-188,502,13,517,3
0:0:10,334,0.99,-0.05,-0.15,-193,437,29,515,3
0:0:10,335,0.99,-0.05,-0.13,-192,394,27,511,3
0:0:10,336,0.98,-0.04,-0.10,-164,310,78,514,3
0:0:10,337,0.93,-0.11,-0.11,-191,431,80,515,3
0:0:10,338,0.96,-0.11,-0.11,-224,594,58,513,3
0:0:10,339,0.94,-0.10,-0.09,-236,765,69,508,3
0:0:10,340,0.96,-0.06,-0.06,-215,770,95,500,3
0:0:10,341,0.98,-0.00,-0.02,-144,625,120,522,3
0:0:10,342,1.00,-0.01,-0.02,-84,498,140,517,3
0:0:10,343,1.00,-0.06,-0.03,-55,365,155,518,3
0:0:10,344,1.02,-0.06,-0.03,-10,178,147,517,3
0:0:10,345,1.02,-0.06,-0.01,-7,84,94,516,3
0:0:10,346,1.01,-0.09,-0.02,-15,151,91,518,3
0:0:10,347,1.00,-0.09,-0.01,-34,269,103,500,3
0:0:10,348,1.00,-0.09,-0.00,6,314,80,508,3
0:0:10,349,1.03,-0.08,0.00,87,155,85,516,3
0:0:10,350,1.07,-0.06,0.02,147,-160,93,510,3
0:0:10,351,1.01,-0.06,0.02,183,-172,114,517,3
0:0:10,352,1.02,-0.09,0.01,240,-151,130,505,3
0:0:11,353,1.03,-0.14,-0.02,273,-392,161,513,3
0:0:11,354,0.96,-0.18,-0.06,200,-567,154,515,3
0:0:11,355,0.98,-0.15,-0.05,192,-433,125,508,3
0:0:11,356,0.94,-0.16,-0.16,122,-7,82,516,3
0:0:11,357,1.03,-0.14,-0.14,114,-341,222,502,3
0:0:11,358,1.22,-0.15,-0.34,17,-1387,228,522,3
0:0:11,359,0.78,-0.21,-0.37,-176,-415,247,513,3
0:0:11,360,0.92,-0.19,-0.22,-216,375,100,522,3
0:0:11,361,1.14,-0.19,-0.14,-97,256,-2,516,3
0:0:11,362,1.12,-0.11,-0.07,5,-161,91,518,3
0:0:11,363,0.97,-0.05,-0.14,-54,-92,75,516,3
0:0:11,364,0.95,0.01,-0.15,-79,112,39,498,3
0:0:11,365,0.76,-0.00,-0.24,-146,385,191,502,3
0:0:11,366,0.92,-0.01,-0.30,-224,75,333,520,3
0:0:11,367,1.16,0.08,-0.27,-171,-564,384,523,3
0:0:11,368,0.82,-0.06,-0.27,-206,105,438,521,3
0:0:11,369,0.94,-0.23,-0.15,104,-45,142,506,3
0:0:11,370,0.78,-0.18,-0.29,-446,1006,255,515,3
0:0:11,371,1.13,-0.18,0.10,-35,157,163,512,3
0:0:11,372,1.08,-0.21,-0.13,428,351,-259,514,3
0:0:11,373,0.95,-0.22,-0.19,289,-132,-130,521,3
0:0:11,374,0.72,-0.25,-0.23,136,112,-44,513,3
0:0:11,375,0.97,-0.26,-0.20,129,100,-48,521,3
0:0:11,376,1.16,-0.15,-0.13,233,-89,-120,520,3
0:0:11,377,1.07,-0.17,-0.10,248,-211,-141,513,3
0:0:11,378,0.97,-0.18,-0.16,157,-448,-50,507,3
0:0:12,379,0.90,-0.16,-0.15,110,-279,-27,514,3
0:0:12,380,1.06,-0.24,-0.16,104,-152,-94,510,3
0:0:12,381,1.02,-0.23,-0.19,139,-463,-95,520,3
0:0:12,382,0.83,-0.24,-0.22,61,-275,-22,525,3
0:0:12,383,0.91,-0.19,-0.25,51,-206,17,509,3
0:0:12,384,0.89,-0.21,-0.19,75,-127,-12,532,3
0:0:12,385,0.97,-0.21,-0.19,80,-179,-24,526,3
0:0:12,386,0.94,-0.20,-0.21,51,-295,31,515,3
0:0:12,387,0.94,-0.14,-0.24,22,-239,25,511,3
0:0:12,388,0.97,-0.17,-0.21,40,-56,-8,502,3
0:0:12,389,0.95,-0.20,-0.22,69,59,-7,525,3
0:0:12,390,0.81,-0.24,-0.25,-32,338,9,509,3
0:0:12,391,1.05,-0.14,-0.16,-66,193,24,510,3
0:0:12,392,0.97,-0.12,-0.20,81,-16,56,521,3
0:0:12,393,0.93,-0.20,-0.30,11,6,35,504,3
0:0:12,394,0.89,-0.18,-0.27,-85,330,-28,513,3
0:0:12,395,0.95,-0.20,-0.22,-164,562,-76,509,3
0:0:12,396,0.98,-0.15,-0.16,-136,398,-8,513,3
0:0:12,397,1.03,-0.16,-0.18,-88,-166,82,511,3
0:0:12,398,1.09,-0.12,-0.21,-12,-384,-27,511,3
0:0:12,399,0.98,-0.15,-0.25,-83,194,-203,516,3
0:0:12,400,0.94,-0.29,-0.34,-111,378,-94,509,3
0:0:12,401,0.83,-0.18,-0.25,-176,712,-137,519,3
0:0:12,402,0.98,-0.22,-0.25,-135,605,-90,513,3
0:0:12,403,0.88,-0.21,-0.19,-215,758,-85,525,3
0:0:12,404,1.07,-0.15,-0.17,-134,401,-83,514,3
0:0:12,405,1.16,-0.12,-0.16,-43,-40,-47,509,3
0:0:12,406,0.97,-0.15,-0.19,-73,-36,16,513,3
0:0:12,407,0.87,-0.14,-0.22,-142,412,-50,514,3
0:0:12,408,0.94,-0.12,-0.16,-139,542,-6,503,3
0:0:12,409,0.99,-0.12,-0.13,-109,210,68,521,3
0:0:12,410,1.09,-0.10,-0.23,-144,20,-81,506,3
0:0:12,411,0.98,-0.12,-0.23,-152,111,-45,523,3
0:0:12,412,0.97,-0.13,-0.23,-164,175,-45,504,3
0:0:12,413,1.02,-0.15,-0.24,-171,142,-93,520,3
0:0:12,414,0.99,-0.14,-0.20,-113,29,-74,527,3
0:0:12,415,1.02,-0.12,-0.19,-37,28,-108,518,3
0:0:12,416,1.04,-0.13,-0.20,8,-3,-122,513,3
0:0:12,417,1.01,-0.14,-0.23,-9,77,-128,513,3
0:0:12,418,0.95,-0.12,-0.23,-53,289,-136,500,3
0:0:12,419,0.96,-0.12,-0.19,-78,319,-194,509,3
0:0:12,420,1.08,-0.07,-0.16,-30,93,-182,510,3
0:0:12,421,1.00,-0.08,-0.19,-4,132,-220,513,3
0:0:12,422,0.95,-0.08,-0.22,5,195,-226,507,3
0:0:12,423,0.93,-0.07,-0.23,-29,268,-181,523,3
