0:0:2,0,0.36,-0.68,-0.86,287,-951,31,521
0:0:2,1,0.22,-0.65,-0.81,135,-956,-54,512
0:0:2,2,0.17,-0.56,-0.75,65,-688,-30,512
0:0:2,3,0.15,-0.52,-0.75,-40,-436,2,516
0:0:2,4,0.17,-0.48,-0.76,-69,-335,21,517
0:0:2,5,0.13,-0.48,-0.79,-101,-172,54,513
0:0:2,6,0.16,-0.49,-0.78,-139,-97,76,514
0:0:2,7,0.14,-0.46,-0.74,-147,-13,69,514
0:0:2,8,0.15,-0.43,-0.71,-153,75,80,513
0:0:2,9,0.15,-0.41,-0.68,-117,96,95,514
0:0:2,10,0.23,-0.40,-0.72,-89,-37,95,508
0:0:2,11,0.19,-0.42,-0.78,-97,-41,127,511
0:0:2,12,0.15,-0.44,-0.80,-136,238,89,514
0:0:2,13,0.20,-0.43,-0.76,-123,481,73,512
0:0:2,14,0.26,-0.42,-0.76,-124,437,35,512
0:0:2,15,0.25,-0.43,-0.81,-155,270,-3,510
0:0:2,16,0.24,-0.44,-0.83,-228,352,-6,517
0:0:2,17,0.23,-0.41,-0.83,-287,586,46,512
0:0:2,18,0.24,-0.36,-0.79,-303,748,45,514
0:0:3,19,0.30,-0.34,-0.76,-263,726,15,512
0:0:3,20,0.40,-0.32,-0.73,-191,403,-7,514
0:0:3,21,0.41,-0.32,-0.74,-132,100,-22,515
0:0:3,22,0.39,-0.33,-0.76,-81,36,-100,512
0:0:3,23,0.35,-0.34,-0.77,5,201,-170,516
0:0:3,24,0.26,-0.37,-0.71,66,368,-255,520
0:0:3,25,0.53,-0.40,-0.72,194,-139,-300,516
0:0:3,26,0.46,-0.42,-0.80,235,-502,-317,518
0:0:3,27,0.34,-0.45,-0.82,176,-464,-357,512
0:0:3,28,0.31,-0.41,-0.81,129,-263,-358,517
0:0:3,29,0.30,-0.39,-0.81,103,-66,-323,515
0:0:3,30,0.32,-0.39,-0.78,79,11,-295,513
0:0:3,31,0.37,-0.39,-0.77,83,-96,-305,516
0:0:3,32,0.40,-0.38,-0.76,95,-252,-276,515
0:0:3,33,0.36,-0.39,-0.78,96,-270,-260,515
0:0:3,34,0.31,-0.39,-0.79,93,-141,-231,515
0:0:3,35,0.30,-0.38,-0.78,64,58,-218,511
0:0:3,36,0.33,-0.37,-0.76,48,98,-173,517
0:0:3,37,0.39,-0.36,-0.75,75,-52,-123,511
0:0:3,38,0.38,-0.35,-0.76,94,-120,-88,513
0:0:3,39,0.35,-0.36,-0.79,90,-53,-78,512
0:0:3,40,0.36,-0.35,-0.79,79,6,-80,509
0:0:3,41,0.38,-0.33,-0.76,98,23,-75,515
0:0:3,42,0.39,-0.32,-0.75,143,10,-64,511
0:0:3,43,0.43,-0.35,-0.75,165,-25,-76,515
0:0:3,44,0.43,-0.36,-0.79,164,-52,-73,512
0:0:3,45,0.42,-0.37,-0.79,145,-63,-79,515
0:0:3,46,0.43,-0.36,-0.78,151,-79,-86,510
0:0:3,47,0.42,-0.37,-0.77,142,-63,-84,512
0:0:3,48,0.44,-0.39,-0.77,119,-73,-95,513
0:0:3,49,0.42,-0.40,-0.78,101,-82,-91,514
0:0:3,50,0.41,-0.38,-0.78,81,-62,-84,516
0:0:3,51,0.40,-0.36,-0.77,67,-30,-82,513
0:0:3,52,0.41,-0.36,-0.76,67,-39,-80,514
0:0:3,53,0.41,-0.36,-0.76,76,-82,-79,515
0:0:3,54,0.41,-0.37,-0.75,92,-121,-72,511
0:0:3,55,0.41,-0.38,-0.75,90,-96,-54,513
0:0:3,56,0.40,-0.38,-0.75,89,-74,-29,516
0:0:3,57,0.40,-0.38,-0.75,90,-68,-24,514
0:0:3,58,0.40,-0.38,-0.75,78,-54,-8,517
0:0:3,59,0.39,-0.39,-0.73,73,-34,8,513
0:0:3,60,0.42,-0.39,-0.74,74,-79,38,522
0:0:3,61,0.41,-0.40,-0.78,71,-84,54,515
0:0:3,62,0.39,-0.39,-0.76,74,-26,40,514
0:0:3,63,0.41,-0.39,-0.75,70,-38,28,512
0:0:4,64,0.40,-0.41,-0.75,71,-86,32,515
0:0:4,65,0.41,-0.40,-0.75,74,-96,52,517
0:0:4,66,0.39,-0.39,-0.76,57,-66,61,511
0:0:4,67,0.39,-0.40,-0.76,43,-50,61,512
0:0:4,68,0.39,-0.38,-0.75,47,-57,58,513
0:0:4,69,0.39,-0.37,-0.75,54,-53,72,515
0:0:4,70,0.38,-0.37,-0.76,53,-47,91,515
0:0:4,71,0.40,-0.38,-0.76,46,-43,96,518
0:0:4,72,0.41,-0.38,-0.76,48,-34,86,514
0:0:4,73,0.41,-0.38,-0.75,57,-72,71,520
0:0:4,74,0.43,-0.38,-0.76,69,-118,75,513
0:0:4,75,0.40,-0.40,-0.76,49,-74,43,517
0:0:4,76,0.40,-0.39,-0.76,43,-66,18,514
0:0:4,77,0.40,-0.38,-0.73,58,-123,16,514
0:0:4,78,0.41,-0.38,-0.74,81,-167,14,516
0:0:4,79,0.37,-0.40,-0.75,94,-135,26,515
0:0:4,80,0.37,-0.40,-0.74,80,-61,29,516
0:0:4,81,0.40,-0.41,-0.75,85,-94,34,515
0:0:4,82,0.40,-0.41,-0.76,75,-126,25,508
0:0:4,83,0.39,-0.42,-0.75,66,-122,31,520
0:0:4,84,0.37,-0.41,-0.75,67,-54,34,515
0:0:4,85,0.37,-0.42,-0.73,88,-22,34,515
0:0:4,86,0.38,-0.42,-0.74,87,-43,20,510
0:0:4,87,0.39,-0.42,-0.75,68,-77,9,513
0:0:4,88,0.39,-0.41,-0.74,75,-93,23,515
0:0:4,89,0.39,-0.40,-0.75,82,-78,49,515
0:0:4,90,0.34,-0.41,-0.74,87,5,54,513
0:0:4,91,0.37,-0.40,-0.74,82,-11,47,511
0:0:4,92,0.40,-0.40,-0.75,83,-70,40,514
0:0:4,93,0.37,-0.39,-0.76,88,-75,56,515
0:0:4,94,0.35,-0.38,-0.76,87,-33,77,513
0:0:4,95,0.35,-0.38,-0.76,79,29,86,516
0:0:4,96,0.38,-0.40,-0.76,67,26,91,509
0:0:4,97,0.39,-0.40,-0.75,72,-13,86,519
0:0:4,98,0.40,-0.41,-0.76,70,-63,85,513
0:0:4,99,0.39,-0.41,-0.78,56,-58,78,512
0:0:4,100,0.38,-0.40,-0.78,42,-21,64,517
0:0:4,101,0.40,-0.40,-0.75,42,-30,53,522
0:0:4,102,0.40,-0.41,-0.75,40,-78,49,513
0:0:4,103,0.39,-0.41,-0.76,43,-100,49,511
0:0:4,104,0.38,-0.41,-0.75,29,-67,40,518
0:0:4,105,0.37,-0.40,-0.75,19,-30,27,512
0:0:4,106,0.38,-0.40,-0.74,18,-32,25,526
0:0:4,107,0.39,-0.40,-0.74,30,-68,30,512
0:0:5,108,0.39,-0.40,-0.74,34,-86,31,511
0:0:5,109,0.38,-0.41,-0.75,31,-58,22,515
0:0:5,110,0.38,-0.41,-0.74,31,-21,15,517
0:0:5,111,0.39,-0.41,-0.73,47,-48,-3,512
0:0:5,112,0.39,-0.42,-0.75,59,-122,-9,515
0:0:5,113,0.39,-0.44,-0.75,56,-158,-5,502
0:0:5,114,0.35,-0.45,-0.74,33,-65,-28,519
0:0:5,115,0.37,-0.44,-0.73,24,49,-41,517
0:0:5,116,0.41,-0.42,-0.72,9,27,-47,511
0:0:5,117,0.40,-0.43,-0.74,-7,-19,-60,513
0:0:5,118,0.37,-0.42,-0.74,-19,113,-73,510
